ngram,random_color
0x1acbc] xmm0,"rgb(130,199,220)"
- 0x1acc8],"rgb(48,108,99)"
0x1acc8] 0,"rgb(120,245,2)"
- 0x1acc4],"rgb(249,141,146)"
0x1acc4] 0,"rgb(60,132,43)"
- 0x1acc0],"rgb(71,167,36)"
0x1acc0] 0,"rgb(162,140,167)"
0x1acbc] 0,"rgb(253,129,5)"
- 0x1acb8],"rgb(7,226,113)"
0x1acb8] 0,"rgb(171,153,95)"
push 0x414c7c,"rgb(144,15,40)"
- 0x1b0f8],"rgb(199,180,46)"
4] 0x17,"rgb(61,201,164)"
- 0x1b128],"rgb(237,252,111)"
4] 0x18,"rgb(3,118,33)"
- 0x1b120],"rgb(148,133,176)"
jne 0x829d,"rgb(24,122,131)"
jns 0x82a0,"rgb(42,138,96)"
- 0x1b0e8],"rgb(232,192,175)"
0x1b0e8] 0,"rgb(135,23,249)"
je 0x82d6,"rgb(213,167,161)"
- 0x1b0f0],"rgb(155,63,13)"
0x1b0f0] 0,"rgb(92,245,113)"
je 0x8308,"rgb(207,173,144)"
je 0x831e,"rgb(184,209,199)"
je 0x8acd,"rgb(23,46,79)"
- 0x1abfc],"rgb(91,91,100)"
push 0xcbe8,"rgb(61,150,18)"
ptr [0x414220],"rgb(86,40,61)"
push 0x414c88,"rgb(215,21,128)"
ptr [0x414218],"rgb(113,24,12)"
- 0x1ace8],"rgb(23,252,105)"
0x1ace8] 0,"rgb(115,17,66)"
- 0x1b050],"rgb(55,84,191)"
0x1b050] eax,"rgb(9,127,216)"
esi [ebp,"rgb(126,148,155)"
- 0x17],"rgb(198,23,132)"
- 0x1b034],"rgb(12,195,17)"
0x1b034] ecx,"rgb(53,201,139)"
eax 0xcccccccd,"rgb(156,161,17)"
dec esi,"rgb(102,90,156)"
mul ecx,"rgb(220,173,93)"
al dl,"rgb(146,34,179)"
cl dl,"rgb(217,50,183)"
shl al,"rgb(176,55,121)"
al 2,"rgb(62,239,212)"
add cl,"rgb(244,120,178)"
cl al,"rgb(75,228,93)"
cl cl,"rgb(232,189,133)"
sub al,"rgb(23,197,111)"
al cl,"rgb(21,168,96)"
add al,"rgb(69,7,82)"
al 0x30,"rgb(11,176,110)"
[esi] al,"rgb(125,199,152)"
0x1b034] eax,"rgb(2,37,54)"
jne 0x8396,"rgb(143,93,148)"
- 0x1b064],"rgb(195,12,159)"
0x1b064] edx,"rgb(138,78,85)"
ecx 0xf,"rgb(44,238,31)"
- 0x1b060],"rgb(125,34,180)"
0x1b060] ecx,"rgb(210,110,232)"
- 0x1b074],"rgb(252,126,89)"
0x1b074] dl,"rgb(197,225,191)"
je 0x8401,"rgb(140,168,131)"
esi 6,"rgb(175,137,129)"
0x1b03c] esi,"rgb(86,51,136)"
0x1b04c] esi,"rgb(116,138,63)"
4] 0x19,"rgb(187,2,151)"
eax 0x18,"rgb(212,179,187)"
jb 0x84d9,"rgb(188,200,46)"
cmovae esi,"rgb(80,137,77)"
0x1b064] eax,"rgb(28,141,69)"
esi 0x414ca4,"rgb(105,54,80)"
jae 0x8481,"rgb(111,165,65)"
eax 0x414c8c,"rgb(186,179,189)"
jb 0x8481,"rgb(86,21,249)"
esi 0x414c8c,"rgb(0,198,94)"
ja 0x8472,"rgb(187,249,209)"
0x1b034] 0,"rgb(61,140,41)"
jmp 0x848b,"rgb(0,138,18)"
jmp 0x7c67,"rgb(240,13,36)"
jmp 0x8010,"rgb(239,163,185)"
0x1b034] 0x18,"rgb(3,236,120)"
push 0x414c8c,"rgb(195,122,138)"
+ 0x414ca4],"rgb(193,52,75)"
jmp 0x84f8,"rgb(62,229,219)"
- 0x1b090],"rgb(250,3,154)"
0x1b090] 0,"rgb(208,89,135)"
call 0xc280,"rgb(250,143,127)"
movups xmm0,"rgb(186,99,10)"
xmm0 xmmword,"rgb(22,20,146)"
movq xmm1,"rgb(206,213,167)"
xmm1 qword,"rgb(149,230,0)"
- 0x1b044],"rgb(247,178,31)"
0x1b044] xmm1,"rgb(177,198,85)"
- 0x1b158],"rgb(47,2,81)"
0x1b158] xmm1,"rgb(109,193,144)"
- 0x1b150],"rgb(18,100,166)"
0x1b150] xmm0,"rgb(74,42,20)"
- 0x1b168],"rgb(179,20,177)"
0x1b168] xmm0,"rgb(0,110,63)"
jb 0x8583,"rgb(75,185,21)"
jb 0x856a,"rgb(48,174,184)"
ja 0x85c2,"rgb(15,235,176)"
0x1ac3c] xmm1,"rgb(240,111,75)"
0x1ac4c] xmm0,"rgb(24,220,118)"
jb 0x85d2,"rgb(178,248,169)"
jb 0x85c8,"rgb(78,173,200)"
jbe 0x85c8,"rgb(159,159,198)"
0x1b064] 0,"rgb(81,18,28)"
0x1b060] 0xf,"rgb(33,142,181)"
0x1b074] 0,"rgb(213,160,202)"
- 0x1afd8],"rgb(108,145,63)"
0x1afd8] 0,"rgb(233,235,184)"
je 0x8626,"rgb(54,113,147)"
je 0x8ab1,"rgb(173,209,8)"
js 0x8ab1,"rgb(240,114,17)"
push 0x30,"rgb(86,50,189)"
- 0x1ac2c],"rgb(130,132,57)"
- 0x42c],"rgb(156,37,224)"
- 0x22c],"rgb(222,194,161)"
0x1ac2c] 0x37050003,"rgb(160,253,35)"
- 0x1ac24],"rgb(121,125,94)"
0x1ac24] 1,"rgb(169,220,238)"
- 0x1ac14],"rgb(91,223,76)"
0x1ac14] 0,"rgb(122,133,97)"
- 0x1ac04],"rgb(159,126,245)"
0x1ac04] 0,"rgb(253,42,63)"
ptr [0x414178],"rgb(168,167,179)"
ptr [0x41421c],"rgb(117,216,34)"
- 0x1ac1c],"rgb(42,9,78)"
0x1ac1c] 0x3704001f,"rgb(27,186,114)"
push 0x2b4,"rgb(102,15,196)"
0x1ac14] eax,"rgb(73,8,23)"
- 0x1afbc],"rgb(176,190,32)"
esp 0x48,"rgb(109,154,65)"
push 0x200,"rgb(218,85,232)"
push 0xd0,"rgb(23,151,73)"
ptr [0x414124],"rgb(245,181,30)"
je 0x873a,"rgb(6,170,251)"
- 0x1afb0],"rgb(33,102,67)"
- 0x1ac0c],"rgb(81,125,38)"
0x1ac0c] 0x3001001f,"rgb(242,165,172)"
0x1ac04] eax,"rgb(7,169,76)"
js 0x88ea,"rgb(162,33,49)"
je 0x890f,"rgb(109,254,71)"
jae 0x88ea,"rgb(184,47,157)"
jne 0x897a,"rgb(225,15,163)"
je 0x8823,"rgb(177,135,49)"
0x1ac1c] 0x3704001e,"rgb(90,81,95)"
ptr [0x414098],"rgb(239,163,157)"
je 0x8893,"rgb(240,23,135)"
0x1ac0c] 0x3001001e,"rgb(245,6,137)"
je 0x8899,"rgb(17,99,151)"
0x1ac04] ecx,"rgb(97,113,35)"
jmp 0x8899,"rgb(162,53,96)"
je 0x88c2,"rgb(188,77,31)"
je 0x88d6,"rgb(84,244,102)"
ptr [0x414180],"rgb(149,179,29)"
je 0x88ea,"rgb(241,103,4)"
push 0x4146e0,"rgb(191,8,178)"
push 0x37010102,"rgb(129,233,115)"
js 0x8a77,"rgb(14,172,176)"
push 0x80,"rgb(217,220,233)"
push 0x80000000,"rgb(242,103,85)"
jne 0x8980,"rgb(144,234,209)"
0x14] 0x80044005,"rgb(82,12,209)"
jmp 0x8a3f,"rgb(103,96,205)"
jmp 0x8780,"rgb(207,215,44)"
- 0x1ac34],"rgb(184,127,29)"
0x1ac34] 0,"rgb(216,149,128)"
0x1afe8] 0,"rgb(23,185,17)"
- 0x142c],"rgb(190,181,77)"
je 0x8a33,"rgb(3,238,194)"
jne 0x8a07,"rgb(94,230,228)"
jmp 0x8a33,"rgb(177,201,38)"
js 0x8a21,"rgb(218,48,195)"
0x1ac34] eax,"rgb(48,28,132)"
jne 0x89c3,"rgb(253,4,249)"
jns 0x8994,"rgb(168,82,128)"
jmp 0x837a,"rgb(190,136,20)"
- 0x1b028],"rgb(1,154,195)"
0x1b028] xmm0,"rgb(170,187,209)"
0x1b028] 0x1a001e,"rgb(13,232,251)"
- 0x1b020],"rgb(217,16,252)"
0x1b020] 0x414ca8,"rgb(139,157,195)"
je 0x8b41,"rgb(8,46,91)"
je 0x8b73,"rgb(251,113,36)"
jmp 0x8ba1,"rgb(198,18,245)"
eax 0x408b82,"rgb(166,15,238)"
0x1b05c] eax,"rgb(142,1,51)"
je 0x8bd8,"rgb(102,225,128)"
push 0x414cb4,"rgb(150,170,94)"
0x1afd0] 1,"rgb(5,19,216)"
jmp 0x8c1e,"rgb(23,186,238)"
push 0x414cd0,"rgb(106,195,222)"
jl 0x8e15,"rgb(78,83,54)"
jne 0x8d38,"rgb(91,116,61)"
0x1ac30] eax,"rgb(55,73,36)"
js 0x8d12,"rgb(160,195,25)"
push 0xd,"rgb(157,42,50)"
push 0x414cec,"rgb(84,58,215)"
je 0x8c95,"rgb(223,22,80)"
push 0x414ca8,"rgb(117,29,244)"
js 0x8cf6,"rgb(110,163,115)"
ecx 0xa,"rgb(133,102,241)"
eax 0x414cfc,"rgb(209,32,194)"
jmp 0x8e15,"rgb(6,154,131)"
ecx 0x12,"rgb(98,55,48)"
eax 0x414d08,"rgb(89,42,207)"
ecx 0x13,"rgb(101,235,213)"
eax 0x414d1c,"rgb(135,43,12)"
push 0x414e50,"rgb(100,4,42)"
js 0x8de7,"rgb(98,56,211)"
je 0x8dc7,"rgb(144,242,25)"
0x1ac30] 1,"rgb(8,221,254)"
jne 0x8dc7,"rgb(50,241,244)"
0x1ad04] 0,"rgb(77,143,58)"
- 0x1ad08],"rgb(119,231,45)"
0x1ad08] 0xe0a0102,"rgb(69,98,166)"
0x1acfc] eax,"rgb(0,147,235)"
- 0x1ad00],"rgb(27,16,131)"
0x1ad00] ecx,"rgb(95,185,17)"
jmp 0x8e63,"rgb(252,220,109)"
push 0x414d30,"rgb(212,48,225)"
je 0x8e91,"rgb(164,190,59)"
jmp 0x8e91,"rgb(168,225,60)"
push 0x414d4c,"rgb(36,163,197)"
jmp 0x8eb8,"rgb(113,46,60)"
push 0x414d64,"rgb(29,71,22)"
jmp 0x8ee6,"rgb(252,48,158)"
push 0x414d78,"rgb(148,116,109)"
- 0x1ace4],"rgb(54,102,4)"
0x1ace4] xmm0,"rgb(25,6,240)"
0x1ace4] 0,"rgb(65,246,254)"
- 0x1acd4],"rgb(87,181,212)"
0x1acd4] xmm0,"rgb(116,158,122)"
- 0x1ace0],"rgb(210,41,21)"
0x1ace0] 0,"rgb(157,82,94)"
- 0x1acdc],"rgb(1,6,253)"
0x1acdc] 0,"rgb(185,95,144)"
- 0x1acd8],"rgb(83,27,21)"
0x1acd8] 0,"rgb(122,205,228)"
0x1acd4] 0,"rgb(82,12,194)"
- 0x1acd0],"rgb(150,205,16)"
0x1acd0] 0,"rgb(66,94,36)"
4] 0x1b,"rgb(81,55,39)"
push 0x414d94,"rgb(46,98,166)"
4] 0x1c,"rgb(213,10,117)"
je 0x8fc8,"rgb(92,31,245)"
je 0x8ffa,"rgb(145,91,14)"
je 0x902c,"rgb(194,94,64)"
je 0x905e,"rgb(82,153,46)"
jb 0x909a,"rgb(30,140,208)"
jb 0x9090,"rgb(95,166,230)"
jbe 0x9090,"rgb(233,91,47)"
push 0x412a2f,"rgb(66,49,60)"
esp 0x8c,"rgb(40,94,219)"
0x78] esi,"rgb(209,76,102)"
- 0x98],"rgb(145,248,124)"
0x98] edi,"rgb(70,89,157)"
0x94] 0,"rgb(49,101,225)"
0x74] xmm0,"rgb(197,2,151)"
0x64] xmm0,"rgb(203,208,170)"
0x6c] xmm0,"rgb(36,234,102)"
push 0x414d9c,"rgb(252,189,86)"
0x94] 1,"rgb(166,194,250)"
- 0x7c],"rgb(118,168,200)"
0x7c] ecx,"rgb(245,77,217)"
- 0x8c],"rgb(218,182,58)"
- 0x84],"rgb(111,178,214)"
jne 0x91c0,"rgb(122,224,147)"
jns 0x91c6,"rgb(226,167,53)"
je 0x91ef,"rgb(212,198,11)"
je 0x9218,"rgb(106,164,254)"
je 0x92d0,"rgb(204,154,83)"
je 0x92a7,"rgb(54,216,131)"
0x7c] 0,"rgb(233,78,252)"
js 0x94cd,"rgb(13,245,45)"
je 0x94cd,"rgb(134,158,211)"
0x78] 0,"rgb(138,236,223)"
0x3c] 0x3d04000b,"rgb(45,148,233)"
0x34] cx,"rgb(194,137,83)"
0x84] ecx,"rgb(46,239,29)"
0x90] 4,"rgb(86,230,133)"
0x8c] 4,"rgb(38,236,92)"
0x88] 0x3d04000b,"rgb(130,144,171)"
jbe 0x94cd,"rgb(159,177,219)"
je 0x943c,"rgb(139,105,226)"
je 0x9433,"rgb(246,88,197)"
2] 0,"rgb(198,19,31)"
je 0x942e,"rgb(205,104,252)"
+ 3],"rgb(78,166,54)"
3] 0,"rgb(113,66,29)"
je 0x9429,"rgb(238,140,254)"
ecx 4,"rgb(182,103,89)"
ecx 0x100,"rgb(109,173,198)"
jb 0x9402,"rgb(31,207,58)"
jmp 0x9434,"rgb(9,25,130)"
ecx 2,"rgb(120,147,81)"
je 0x9444,"rgb(135,71,44)"
je 0x94a4,"rgb(217,61,30)"
jmp 0x94e9,"rgb(206,27,90)"
eax 0x4094dc,"rgb(183,231,119)"
0x5c] xmm0,"rgb(67,113,52)"
0x4c] xmm0,"rgb(5,103,129)"
je 0x9588,"rgb(20,45,10)"
je 0x95b1,"rgb(178,26,178)"
je 0x95da,"rgb(225,213,202)"
je 0x9603,"rgb(156,225,241)"
je 0x962c,"rgb(38,168,92)"
je 0x9655,"rgb(104,23,104)"
push 0x412b4d,"rgb(32,121,120)"
0x90] esi,"rgb(58,97,4)"
0x8c] eax,"rgb(194,16,51)"
0x84] eax,"rgb(179,166,202)"
esi 0x50,"rgb(59,205,122)"
jne 0x9770,"rgb(213,191,3)"
jns 0x9772,"rgb(122,1,153)"
je 0x979f,"rgb(28,249,94)"
je 0x97c8,"rgb(71,247,178)"
je 0x97f3,"rgb(158,143,188)"
push 0x414da8,"rgb(141,51,202)"
jne 0x983e,"rgb(39,87,94)"
jns 0x9840,"rgb(27,210,151)"
je 0x986d,"rgb(13,209,29)"
je 0x9896,"rgb(6,114,64)"
je 0x994e,"rgb(145,189,56)"
0x88] eax,"rgb(255,193,148)"
je 0x9925,"rgb(60,134,72)"
push 0x414db0,"rgb(37,34,216)"
jne 0x9990,"rgb(3,7,132)"
jns 0x9992,"rgb(63,44,44)"
je 0x99bf,"rgb(0,46,210)"
je 0x99e8,"rgb(133,118,179)"
je 0x9ab0,"rgb(53,143,70)"
4] 0xb,"rgb(175,81,4)"
call 0x6520,"rgb(240,232,146)"
0x50] eax,"rgb(30,6,19)"
je 0x9a87,"rgb(154,186,28)"
push 0x414db4,"rgb(41,44,152)"
jne 0x9af2,"rgb(221,24,167)"
jns 0x9af4,"rgb(116,227,88)"
je 0x9b21,"rgb(151,188,162)"
je 0x9b4a,"rgb(19,179,156)"
je 0x9c12,"rgb(142,28,206)"
4] 0x10,"rgb(118,24,179)"
je 0x9be9,"rgb(220,240,144)"
push 0x414db8,"rgb(197,241,120)"
jne 0x9c54,"rgb(173,207,172)"
jns 0x9c56,"rgb(22,221,40)"
je 0x9c83,"rgb(228,74,195)"
je 0x9cac,"rgb(7,154,107)"
je 0x9d74,"rgb(202,83,251)"
4] 0x13,"rgb(76,187,148)"
0x58] eax,"rgb(220,155,26)"
je 0x9d4b,"rgb(108,91,86)"
push 0x414dbc,"rgb(171,228,240)"
jne 0x9db6,"rgb(7,30,88)"
jns 0x9db8,"rgb(220,25,77)"
je 0x9de5,"rgb(237,178,204)"
je 0x9e0e,"rgb(249,33,151)"
je 0x9e31,"rgb(254,5,179)"
jns 0x9e9d,"rgb(138,243,181)"
jmp 0xa23c,"rgb(228,189,63)"
0x58] ecx,"rgb(215,26,1)"
0x54] ecx,"rgb(95,207,28)"
0x50] ecx,"rgb(84,112,181)"
call 0xade0,"rgb(188,121,159)"
je 0x9fe4,"rgb(5,66,159)"
je 0x9f65,"rgb(29,153,115)"
je 0x9f8e,"rgb(229,179,202)"
je 0x9fbb,"rgb(239,13,79)"
je 0xa0df,"rgb(74,28,192)"
4] 0x1a,"rgb(9,38,202)"
je 0xa060,"rgb(27,175,238)"
je 0xa089,"rgb(151,59,146)"
je 0xa0b6,"rgb(160,68,24)"
je 0xa1da,"rgb(160,74,172)"
je 0xa15b,"rgb(18,101,250)"
je 0xa184,"rgb(113,65,135)"
je 0xa1b1,"rgb(71,72,2)"
je 0xa1eb,"rgb(7,70,153)"
je 0xa1fc,"rgb(81,58,128)"
je 0xa20d,"rgb(236,166,196)"
push 0x412c0d,"rgb(204,193,152)"
esp 0x5c,"rgb(42,63,248)"
0x60] eax,"rgb(27,92,109)"
jne 0xa334,"rgb(218,179,192)"
jns 0xa337,"rgb(207,62,131)"
je 0xa364,"rgb(158,33,76)"
je 0xa38d,"rgb(244,190,127)"
je 0xa3b1,"rgb(45,102,40)"
jne 0xa3f8,"rgb(204,16,193)"
jns 0xa3fb,"rgb(178,130,164)"
je 0xa428,"rgb(245,84,34)"
je 0xa451,"rgb(239,113,74)"
je 0xa51a,"rgb(226,63,189)"
je 0xa4f1,"rgb(208,123,73)"
jne 0xa55b,"rgb(26,206,176)"
jns 0xa55e,"rgb(133,178,146)"
je 0xa58b,"rgb(224,51,47)"
je 0xa5b4,"rgb(31,55,51)"
je 0xa67d,"rgb(26,43,167)"
je 0xa654,"rgb(126,38,80)"
jne 0xa6be,"rgb(163,213,102)"
jns 0xa6c1,"rgb(254,208,253)"
je 0xa6ee,"rgb(8,147,244)"
je 0xa717,"rgb(128,231,182)"
je 0xa7e0,"rgb(12,52,132)"
je 0xa7b7,"rgb(29,0,139)"
call 0xa8b0,"rgb(30,141,13)"
je 0xa82f,"rgb(112,30,53)"
jmp 0xa831,"rgb(160,180,92)"
je 0xa842,"rgb(103,250,197)"
je 0xa853,"rgb(59,120,182)"
je 0xa864,"rgb(242,10,210)"
ret 0x14,"rgb(42,63,158)"
je 0xa951,"rgb(82,188,36)"
je 0xa935,"rgb(242,85,252)"
je 0xa92c,"rgb(91,32,91)"
je 0xa927,"rgb(3,228,34)"
je 0xa922,"rgb(105,30,117)"
je 0xa91d,"rgb(175,56,187)"
esi 5,"rgb(98,138,180)"
eax 5,"rgb(120,43,213)"
jb 0xa8f0,"rgb(220,178,143)"
jmp 0xa92d,"rgb(36,2,204)"
esi 2,"rgb(152,11,16)"
jne 0xa935,"rgb(176,22,163)"
call 0x64a0,"rgb(11,216,214)"
jmp 0xa958,"rgb(232,115,51)"
je 0xa9c2,"rgb(155,23,36)"
je 0xa9a9,"rgb(209,207,44)"
je 0xa9a0,"rgb(143,7,135)"
je 0xa99b,"rgb(34,49,17)"
je 0xa996,"rgb(92,133,74)"
je 0xa991,"rgb(100,27,93)"
jb 0xa964,"rgb(253,46,105)"
jmp 0xa9a1,"rgb(191,153,125)"
jne 0xa9a9,"rgb(171,179,238)"
jmp 0xa9c9,"rgb(109,73,195)"
je 0xaa33,"rgb(213,87,17)"
je 0xaa1a,"rgb(196,57,243)"
je 0xaa11,"rgb(185,21,111)"
je 0xaa0c,"rgb(164,59,68)"
je 0xaa07,"rgb(226,50,148)"
je 0xaa02,"rgb(0,126,215)"
jb 0xa9d5,"rgb(49,137,117)"
jmp 0xaa12,"rgb(92,124,128)"
jne 0xaa1a,"rgb(146,27,33)"
jmp 0xaa3a,"rgb(17,203,124)"
call 0xabb0,"rgb(87,76,199)"
je 0xab35,"rgb(162,125,183)"
je 0xab3a,"rgb(153,115,76)"
jns 0xaae4,"rgb(92,175,213)"
jne 0xaac7,"rgb(162,1,65)"
jge 0xaae4,"rgb(0,167,154)"
jmp 0xab93,"rgb(72,191,245)"
je 0xaafe,"rgb(82,69,172)"
je 0xab0f,"rgb(236,119,23)"
je 0xab20,"rgb(168,11,200)"
ret 0x18,"rgb(111,75,183)"
je 0xab42,"rgb(203,247,14)"
edi 0x8123,"rgb(141,47,169)"
je 0xab64,"rgb(73,67,28)"
je 0xab81,"rgb(219,167,59)"
je 0xab93,"rgb(252,193,200)"
esp 0x28,"rgb(137,0,18)"
0x24] edx,"rgb(181,254,112)"
+ edx*4,"rgb(241,167,50)"
edx*4 -,"rgb(33,148,50)"
je 0xac07,"rgb(247,0,86)"
inc ebx,"rgb(6,3,185)"
cmp al,"rgb(217,225,46)"
al 0x3b,"rgb(128,232,151)"
je 0xabfe,"rgb(93,225,1)"
al 0xa,"rgb(213,26,76)"
jne 0xabff,"rgb(124,180,87)"
jne 0xabf6,"rgb(9,238,95)"
jb 0xabe0,"rgb(158,137,119)"
je 0xadbf,"rgb(237,217,37)"
ecx [eax*4,"rgb(164,13,159)"
[eax*4 +,"rgb(176,28,49)"
js 0xadbf,"rgb(224,26,85)"
[eax] ebx,"rgb(83,161,138)"
eax -,"rgb(60,172,222)"
je 0xad9a,"rgb(174,222,195)"
ebx [edi,"rgb(173,251,42)"
+ edi*2],"rgb(73,246,147)"
shl ebx,"rgb(69,98,227)"
ebx 2,"rgb(253,123,69)"
ptr [0x41971c],"rgb(163,72,66)"
push 0x406490,"rgb(128,78,122)"
[0x41971c] eax,"rgb(75,9,140)"
ptr [0x4141ec],"rgb(94,122,209)"
push 0x41971c,"rgb(42,129,34)"
push 0x414dcc,"rgb(183,29,212)"
ptr [0x414224],"rgb(102,234,73)"
je 0xad97,"rgb(82,119,246)"
je 0xad1d,"rgb(59,9,28)"
je 0xad0c,"rgb(55,222,104)"
je 0xad07,"rgb(196,196,16)"
je 0xad02,"rgb(22,230,93)"
je 0xacfd,"rgb(33,87,151)"
edx 5,"rgb(105,28,116)"
ecx 5,"rgb(30,85,223)"
edx 0x104,"rgb(139,74,182)"
jb 0xacd0,"rgb(111,144,231)"
jmp 0xad0d,"rgb(117,156,220)"
edx 4,"rgb(76,144,181)"
edx 0x140,"rgb(119,118,233)"
ja 0xad90,"rgb(43,149,104)"
eax 0xc,"rgb(168,7,239)"
js 0xad80,"rgb(146,159,229)"
[eax] 0x3001001e,"rgb(157,57,120)"
0x10] 0xc150003,"rgb(175,69,169)"
+ 0x414e14],"rgb(56,168,57)"
jmp 0xac90,"rgb(138,178,69)"
jb 0xac70,"rgb(249,147,18)"
esp 0x74,"rgb(214,5,32)"
0x70] eax,"rgb(198,25,13)"
0x28] edx,"rgb(94,82,163)"
je 0xaf33,"rgb(184,199,125)"
jne 0xae4f,"rgb(230,135,78)"
jmp 0xaf20,"rgb(2,185,37)"
eax 0x414dd0,"rgb(154,16,13)"
0x30] 0x21,"rgb(3,253,14)"
0x44] xmm0,"rgb(10,247,100)"
0x68] xmm0,"rgb(43,193,155)"
je 0xaebd,"rgb(18,212,79)"
0x70] 2,"rgb(105,117,28)"
je 0xaeca,"rgb(193,77,118)"
0x70] 3,"rgb(79,198,228)"
+ 0x64],"rgb(204,168,17)"
js 0xaf27,"rgb(205,76,197)"
call 0xaf50,"rgb(51,26,17)"
+ 0x7c],"rgb(166,203,146)"
ebx esp,"rgb(71,12,168)"
ebp dword,"rgb(253,71,97)"
4] ebp,"rgb(151,146,218)"
push 0x412ca6,"rgb(107,200,235)"
esp 0x98,"rgb(46,3,219)"
0x94] ecx,"rgb(18,203,10)"
0x90] eax,"rgb(227,66,56)"
- 0x9c],"rgb(193,76,178)"
0x9c] eax,"rgb(235,236,41)"
- 0xa0],"rgb(218,138,133)"
0xa0] eax,"rgb(66,66,139)"
- 0xa4],"rgb(71,216,255)"
0xa4] eax,"rgb(68,12,96)"
je 0xb3f9,"rgb(28,159,221)"
0x54] xmm0,"rgb(233,237,167)"
jle 0xb2b2,"rgb(203,193,132)"
edi 4,"rgb(246,245,150)"
call 0xb420,"rgb(66,215,97)"
je 0xb1ac,"rgb(135,2,50)"
je 0xb181,"rgb(76,45,100)"
jne 0xb24a,"rgb(216,98,124)"
je 0xb179,"rgb(26,207,79)"
push 0x414de0,"rgb(2,38,199)"
je 0xb147,"rgb(200,83,82)"
0x84] 0,"rgb(211,109,130)"
jmp 0xb241,"rgb(241,78,216)"
jmp 0xb111,"rgb(2,177,94)"
je 0xb23e,"rgb(97,155,23)"
je 0xb20c,"rgb(174,30,226)"
je 0xb277,"rgb(125,167,216)"
je 0xb2a0,"rgb(205,205,18)"
edi 0xc,"rgb(213,138,121)"
jl 0xb070,"rgb(95,93,86)"
je 0xb2cd,"rgb(181,252,127)"
je 0xb2e8,"rgb(43,132,78)"
je 0xb303,"rgb(162,162,16)"
je 0xb32c,"rgb(243,141,169)"
je 0xb355,"rgb(18,87,73)"
je 0xb37e,"rgb(16,30,157)"
je 0xb3a7,"rgb(234,19,185)"
je 0xb3d0,"rgb(133,26,195)"
esp ebx,"rgb(195,235,229)"
push 0x412d05,"rgb(230,94,43)"
0x5c] ecx,"rgb(179,89,145)"
0x64] ecx,"rgb(182,113,122)"
0x34] 0xffffffff,"rgb(17,78,244)"
je 0xb534,"rgb(243,242,151)"
jge 0xb51a,"rgb(172,141,153)"
ecx 0x3001001e,"rgb(176,70,17)"
ja 0xb4f7,"rgb(108,121,180)"
je 0xb4ec,"rgb(84,233,203)"
ecx 0xc150003,"rgb(10,158,3)"
je 0xb4e1,"rgb(126,210,155)"
ecx 0xffe0003,"rgb(22,233,100)"
jne 0xb514,"rgb(251,136,48)"
jmp 0xb4b4,"rgb(58,1,131)"
0x34] ecx,"rgb(148,74,158)"
ecx 0x3002001e,"rgb(105,139,107)"
je 0xb512,"rgb(8,88,0)"
ecx 0x3003001e,"rgb(161,28,30)"
0x58] 8,"rgb(244,183,235)"
jne 0xb6ce,"rgb(45,130,94)"
call 0xb870,"rgb(159,68,163)"
setne byte,"rgb(117,147,54)"
- 0x29],"rgb(151,4,196)"
je 0xb58a,"rgb(76,17,93)"
je 0xb5b3,"rgb(65,218,41)"
0x29] 0,"rgb(135,124,32)"
je 0xb64b,"rgb(6,54,237)"
je 0xb640,"rgb(207,6,223)"
je 0xb617,"rgb(166,44,234)"
je 0xb65c,"rgb(185,138,182)"
je 0xb685,"rgb(137,31,93)"
je 0xb6ae,"rgb(80,18,198)"
je 0xb75e,"rgb(234,53,50)"
ecx 0x414de4,"rgb(174,106,19)"
mov dl,"rgb(134,117,200)"
dl byte,"rgb(187,86,235)"
cmp dl,"rgb(9,104,71)"
jne 0xb700,"rgb(29,67,81)"
test dl,"rgb(184,94,83)"
dl dl,"rgb(240,224,244)"
je 0xb6fc,"rgb(189,136,100)"
eax 2,"rgb(173,4,118)"
jne 0xb6e0,"rgb(63,184,161)"
jmp 0xb705,"rgb(42,64,133)"
jne 0xb70e,"rgb(146,43,168)"
jmp 0xb761,"rgb(123,64,99)"
eax 0x414dec,"rgb(29,86,87)"
jne 0xb733,"rgb(75,70,108)"
test cl,"rgb(175,187,247)"
je 0xb72f,"rgb(14,200,110)"
jne 0xb713,"rgb(170,3,254)"
jmp 0xb738,"rgb(214,1,10)"
jne 0xb761,"rgb(174,85,24)"
call 0xba60,"rgb(101,8,20)"
cmovne esi,"rgb(146,72,29)"
je 0xb7ec,"rgb(253,44,45)"
je 0xb7c3,"rgb(218,181,242)"
je 0xb82e,"rgb(123,221,124)"
jmp 0xb64b,"rgb(185,161,110)"
esp 0x2c,"rgb(82,159,69)"
eax 0x19,"rgb(65,68,129)"
jge 0xba47,"rgb(189,72,178)"
0x44] eax,"rgb(112,4,157)"
je 0xba47,"rgb(135,14,226)"
[eax] 0xfff0102,"rgb(91,210,162)"
je 0xb8da,"rgb(87,130,239)"
jb 0xb8b7,"rgb(132,154,204)"
js 0xba47,"rgb(9,212,137)"
8] 8,"rgb(93,157,179)"
jne 0xb940,"rgb(159,73,172)"
jns 0xb963,"rgb(70,191,150)"
push 0x64,"rgb(223,33,187)"
js 0xba1e,"rgb(21,109,173)"
je 0xb9bf,"rgb(83,18,85)"
jle 0xb9bf,"rgb(33,191,54)"
